Gene,Drug,test.ROC.AUC,Varimp.Score
PPIA,Imatinib,0.95,85.3198951014858
RPL14,Imatinib,0.95,85.3198951014858
SLC25A3,Imatinib,0.95,100
TRIM21,Imatinib,0.95,85.3198951014858
UCK2,Imatinib,0.95,85.3198951014858
VWA5A,Imatinib,0.95,85.3198951014858
ZC3H12A,Imatinib,0.95,85.3198951014858
NDRG1,Imatinib,1,100
PRMT3,Imatinib,1,89.1195818016826
CKS2,Imatinib,0.9,82.7940424902625
COX6A1,Imatinib,0.9,82.7940424902625
EIF1AX,Imatinib,0.9,82.7940424902625
F2R,Imatinib,0.9,82.7940424902625
F3,Imatinib,0.9,82.7940424902625
FARSA,Imatinib,0.9,82.7940424902625
FERMT2,Imatinib,0.9,82.7940424902625
GMPS,Imatinib,0.9,82.7940424902625
ISG20L2,Imatinib,0.9,82.7940424902625
ITGB4,Imatinib,0.9,82.7940424902625
LAMB3,Imatinib,0.9,82.7940424902625
LSM7,Imatinib,0.9,82.7940424902625
MSH2,Imatinib,0.9,82.7940424902625
NDUFB6,Imatinib,0.9,82.7940424902625
NDUFS8,Imatinib,0.9,82.7940424902625
NOP2,Imatinib,0.9,82.7940424902625
NOTCH1,Imatinib,0.9,82.7940424902625
ORC5,Imatinib,0.9,82.7940424902625
PRDX3,Imatinib,0.9,82.7940424902625
RAN,Imatinib,0.9,82.7940424902625
RPL36,Imatinib,0.9,82.7940424902625
SET,Imatinib,0.9,82.7940424902625
SNRPG,Imatinib,0.9,82.7940424902625
TRA2B,Imatinib,0.9,82.7940424902625
VDAC2,Imatinib,0.9,82.7940424902625
BDH2,Imatinib,1,82.7940424902625
ENO1,Imatinib,1,82.7940424902625
GPX1,Imatinib,1,82.7940424902625
MMD,Imatinib,1,82.7940424902625
NOC4L,Imatinib,1,82.7940424902625
STMN1,Imatinib,1,100
TROAP,Imatinib,1,82.7940424902625
WNT5A,Imatinib,1,82.7940424902625
CASP1,Imatinib,0.95,84.0627477508349
CPOX,Imatinib,0.95,84.0627477508349
HES1,Imatinib,0.95,84.0627477508349
ITGBL1,Imatinib,0.95,84.0627477508349
P4HA1,Imatinib,0.95,84.0627477508349
YWHAE,Imatinib,0.95,84.0627477508349
BCL10,Imatinib,0.9,82.7940424902625
BMP2,Imatinib,0.9,82.7940424902625
DUSP6,Imatinib,0.9,82.7940424902625
FSTL1,Imatinib,0.9,82.7940424902625
IRS1,Imatinib,0.9,82.7940424902625
IRS2,Imatinib,0.9,82.7940424902625
ITGB2,Imatinib,0.9,98.4907639893799
PHB2,Imatinib,0.9,82.7940424902625
PPM1G,Imatinib,0.9,82.7940424902625
CAV1,Imatinib,1,86.2535535904251
HBEGF,Imatinib,1,100
NT5E,Imatinib,1,86.2535535904251
TES,Imatinib,1,86.2535535904251
TNC,Imatinib,1,86.2535535904251
ANXA1,Imatinib,0.95,98.4907639893799
CDCP1,Imatinib,0.95,82.7940424902625
EIF4A1,Imatinib,0.95,82.7940424902625
HMGN2,Imatinib,0.95,82.7940424902625
KLRK1,Imatinib,0.95,82.7940424902625
MRTO4,Imatinib,0.95,82.7940424902625
PPAN,Imatinib,0.95,82.7940424902625
RBL1,Imatinib,0.95,82.7940424902625
RFC4,Imatinib,0.95,82.7940424902625
RIPK1,Imatinib,0.95,98.4907639893799
TBRG4,Imatinib,0.95,82.7940424902625
TRIM5,Imatinib,0.95,82.7940424902625
UBE2L6,Imatinib,0.95,82.7940424902625
CDH1,Imatinib,0.95,85.1334992370448
CLDN5,Imatinib,0.95,85.1334992370448
CLTB,Imatinib,0.95,85.1334992370448
EREG,Imatinib,0.95,85.1334992370448
IFIH1,Imatinib,0.95,93.2814548614174
LAD1,Imatinib,0.95,85.1334992370448
PDGFB,Imatinib,0.95,85.1334992370448
PTPN6,Imatinib,0.95,85.1334992370448
TPM2,Imatinib,0.95,85.1334992370448
APLP1,Imatinib,0.95,82.7940424902625
CASP4,Imatinib,0.95,82.7940424902625
EGLN3,Imatinib,0.95,82.7940424902625
FDFT1,Imatinib,0.95,82.7940424902625
IFIT3,Imatinib,0.95,82.7940424902625
IRF2,Imatinib,0.95,82.7940424902625
SAMD9,Imatinib,0.95,82.7940424902625
TPD52L1,Imatinib,0.95,82.7940424902625
TPST2,Imatinib,0.95,82.7940424902625
EI24,Imatinib,0.95,82.7940424902625
GRPEL1,Imatinib,0.95,82.7940424902625
MPC1,Imatinib,0.95,82.7940424902625
MT2A,Imatinib,0.95,82.7940424902625
OAT,Imatinib,0.95,98.4907639893799
PGK1,Imatinib,0.95,82.7940424902625
POLR2F,Imatinib,0.95,82.7940424902625
PSMA2,Imatinib,0.95,82.7940424902625
SDHC,Imatinib,0.95,82.7940424902625
AHCY,Imatinib,0.9,85.3198951014858
CD83,Imatinib,0.9,85.3198951014858
PML,Imatinib,0.9,100
VDAC1,Imatinib,0.9,85.3198951014858
ACAA2,Imatinib,0.95,84.0627477508349
CDC25B,Imatinib,0.95,84.0627477508349
GSTZ1,Imatinib,0.95,84.0627477508349
RPL9,Imatinib,0.95,84.0627477508349
SLIT2,Imatinib,0.95,84.0627477508349
ALCAM,Imatinib,0.9,84.0627477508349
BASP1,Imatinib,0.9,84.0627477508349
BUB3,Imatinib,0.9,84.0627477508349
CDK1,Imatinib,0.9,84.0627477508349
DHCR7,Imatinib,0.9,84.0627477508349
FBL,Imatinib,0.9,84.0627477508349
FBLN1,Imatinib,0.9,84.0627477508349
FGF2,Imatinib,0.9,84.0627477508349
GINS2,Imatinib,0.9,84.0627477508349
GLO1,Imatinib,0.9,84.0627477508349
GLUD1,Imatinib,0.9,84.0627477508349
HAS2,Imatinib,0.9,84.0627477508349
LTA4H,Imatinib,0.9,84.0627477508349
MCM3,Imatinib,0.9,84.0627477508349
MKI67,Imatinib,0.9,84.0627477508349
NAP1L1,Imatinib,0.9,84.0627477508349
NPM1,Imatinib,0.9,84.0627477508349
PTGES3,Imatinib,0.9,84.0627477508349
RACGAP1,Imatinib,0.9,84.0627477508349
RB1,Imatinib,0.9,84.0627477508349
RNH1,Imatinib,0.9,84.0627477508349
TM7SF3,Imatinib,0.9,84.0627477508349
TPX2,Imatinib,0.9,100
UBE2T,Imatinib,0.9,84.0627477508349
YWHAQ,Imatinib,0.9,84.0627477508349
SDC1,Imatinib,0.9,86.9730226388138
LAP3,Imatinib,0.95,100
BYSL,Imatinib,0.85,82.7940424902625
CCDC58,Imatinib,0.85,82.7940424902625
CNOT6,Imatinib,0.85,100
COL12A1,Imatinib,0.85,82.7940424902625
HSPE1,Imatinib,0.85,82.7940424902625
HUS1,Imatinib,0.85,82.7940424902625
KCNMB2,Imatinib,0.85,82.7940424902625
LMNB1,Imatinib,0.85,82.7940424902625
MADD,Imatinib,0.85,82.7940424902625
MFN2,Imatinib,0.85,82.7940424902625
PMEPA1,Imatinib,0.85,82.7940424902625
PSMD8,Imatinib,0.85,98.4907639893799
PUS1,Imatinib,0.85,82.7940424902625
RAP2B,Imatinib,0.85,82.7940424902625
SUV39H1,Imatinib,0.85,98.4907639893799
SYT12,Imatinib,0.85,82.7940424902625
UBE2C,Imatinib,0.85,82.7940424902625
UBE2S,Imatinib,0.85,82.7940424902625
VAMP5,Imatinib,0.85,82.7940424902625
XPO1,Imatinib,0.85,82.7940424902625
MRPL3,Imatinib,0.85,89.1195818016826
TOP2A,Imatinib,0.85,87.7539463181259
KRT13,Imatinib,1,82.7940424902625
MDH1,Imatinib,1,91.3970212451313
PHLDA3,Imatinib,1,82.7940424902625
RPS2,Imatinib,1,82.7940424902625
UQCRC2,Imatinib,1,82.7940424902625
WDR43,Imatinib,1,82.7940424902625
PSMD3,Imatinib,1,100
FAS,Imatinib,1,82.7940424902625
MVP,Imatinib,1,82.7940424902625
PTGES,Imatinib,1,82.7940424902625
SLC1A4,Imatinib,1,82.7940424902625
TAGLN,Imatinib,1,82.7940424902625
BLCAP,Imatinib,0.95,100
ETS2,Imatinib,0.95,100
MAPKAPK3,Imatinib,0.95,100
APOL6,Imatinib,0.9,82.7940424902625
COL17A1,Imatinib,0.9,82.7940424902625
DAPP1,Imatinib,0.9,82.7940424902625
ELF1,Imatinib,0.9,82.7940424902625
LAMC2,Imatinib,0.9,82.7940424902625
LIMA1,Imatinib,0.9,82.7940424902625
ZNF185,Imatinib,0.9,82.7940424902625
ABCB7,Imatinib,0.9,100
E2F8,Imatinib,0.9,100
EZH2,Imatinib,1,98.4907639893799
MAP7,Imatinib,1,82.7940424902625
PSMC6,Imatinib,1,82.7940424902625
RAB27A,Imatinib,1,82.7940424902625
SPARC,Imatinib,1,98.4907639893799
AURKB,Imatinib,1,85.1283966504887
CAPG,Imatinib,1,85.1283966504887
GCDH,Imatinib,1,85.1283966504887
PDCD2L,Imatinib,1,85.1283966504887
SLC37A4,Imatinib,1,85.1283966504887
COPS5,Imatinib,0.95,89.3822074633053
PLEC,Imatinib,0.95,89.3822074633053
NCL,Imatinib,1,82.1277099535865
PANX1,Imatinib,1,82.1277099535865
RABEPK,Imatinib,1,82.1277099535865
RAD23B,Imatinib,1,82.1277099535865
RPS6,Imatinib,1,82.1277099535865
ALDH3A1,Imatinib,1,85.1283966504887
BLVRA,Imatinib,1,85.1283966504887
MX1,Imatinib,1,85.1283966504887
NAMPT,Imatinib,1,85.1283966504887
NQO2,Imatinib,1,85.1283966504887
PSME1,Imatinib,1,85.1283966504887
SHMT2,Imatinib,1,85.1283966504887
SORD,Imatinib,1,85.1283966504887
SPP1,Imatinib,1,85.1283966504887
B2M,Imatinib,1,98.7123214189051
IGFBP6,Imatinib,1,91.1904023422353
CASP7,Imatinib,0.9,82.7940424902625
CIT,Imatinib,0.9,82.7940424902625
COL3A1,Imatinib,0.9,82.7940424902625
CSE1L,Imatinib,0.9,82.7940424902625
HNRNPU,Imatinib,0.9,82.7940424902625
MELK,Imatinib,0.9,82.7940424902625
PRDX4,Imatinib,0.9,82.7940424902625
COL5A1,Imatinib,0.85,85.3198951014858
CTH,Imatinib,0.85,85.3198951014858
SLC25A12,Imatinib,0.85,85.3198951014858
DDX10,Imatinib,0.95,82.7940424902625
HMGB3,Imatinib,0.95,82.7940424902625
SH3BGRL2,Imatinib,0.95,82.7940424902625
ASF1B,Imatinib,0.9,82.7940424902625
ITGA6,Imatinib,0.9,82.7940424902625
NFKBIZ,Imatinib,0.9,82.7940424902625
NUMA1,Imatinib,0.9,82.7940424902625
NUP107,Imatinib,0.9,82.7940424902625
PAK1,Imatinib,0.9,82.7940424902625
UBR7,Imatinib,0.9,82.7940424902625
VBP1,Imatinib,0.9,82.7940424902625
COL4A1,Imatinib,0.85,82.7940424902625
COL4A2,Imatinib,0.85,82.7940424902625
GRHPR,Imatinib,0.85,82.7940424902625
ICAM1,Imatinib,0.85,82.7940424902625
IGFBP4,Imatinib,0.85,82.7940424902625
ILF3,Imatinib,0.85,82.7940424902625
MYD88,Imatinib,0.85,82.7940424902625
PHLDA2,Imatinib,0.85,96.9815279787598
POLD2,Imatinib,0.85,82.7940424902625
SNTB1,Imatinib,0.85,82.7940424902625
TCOF1,Imatinib,0.85,82.7940424902625
TUFM,Imatinib,0.85,82.7940424902625
BHLHE40,Imatinib,1,100
C1R,Imatinib,1,100
CXCL2,Imatinib,1,100
EGR1,Imatinib,1,100
HIF1A,Imatinib,1,100
IFI35,Imatinib,1,100
MMP14,Imatinib,1,100
NUSAP1,Imatinib,1,100
TRIM14,Imatinib,1,100
ALDOA,Imatinib,1,82.7940424902625
DEF6,Imatinib,1,82.7940424902625
FCGR1A,Imatinib,1,82.7940424902625
GPX3,Imatinib,1,82.7940424902625
IGFBP1,Imatinib,1,82.7940424902625
IGFBP3,Imatinib,1,82.7940424902625
TGFA,Imatinib,1,82.7940424902625
TNFAIP8,Imatinib,1,82.7940424902625
KPNB1,Imatinib,1,100
RNASEH2A,Imatinib,1,100
GOT1,Imatinib,1,88.6912564443331
RAC2,Imatinib,1,85.3198951014858
REEP6,Imatinib,1,100
ACSL5,Imatinib,1,84.9318360623059
DR1,Imatinib,1,84.9318360623059
HSPA8,Imatinib,1,84.9318360623059
NDUFV1,Imatinib,1,84.9318360623059
RRM2,Imatinib,1,84.9318360623059
SLC2A3,Imatinib,1,98.6782824718807
SRM,Imatinib,1,84.9318360623059
ANO1,Imatinib,0.9,84.0627477508349
CYP51A1,Imatinib,0.9,84.0627477508349
EBP,Imatinib,0.9,84.0627477508349
MCM2,Imatinib,0.9,84.0627477508349
PRKDC,Imatinib,0.9,84.0627477508349
RPS6KA5,Imatinib,0.9,84.0627477508349
SMARCC1,Imatinib,0.9,84.0627477508349
TIPIN,Imatinib,0.9,84.0627477508349
ITGA2,Imatinib,0.9,83.9337415344357
OAS2,Imatinib,0.9,100
VDR,Imatinib,0.9,83.9337415344357
WDR74,Imatinib,0.9,83.9337415344357
IFITM2,Imatinib,0.975,84.0627477508349
PRPS2,Imatinib,0.975,84.0627477508349
STAG1,Imatinib,0.975,84.0627477508349
TNFSF10,Imatinib,0.95,85.3198951014858
VEGFA,Imatinib,0.95,85.3198951014858
CD9,Imatinib,0.95,82.7940424902625
COX7A2,Imatinib,0.95,82.7940424902625
NUB1,Imatinib,0.95,82.7940424902625
YWHAH,Imatinib,0.95,82.7940424902625
GCNT1,Imatinib,0.9,82.7940424902625
HTRA1,Imatinib,0.9,82.7940424902625
MPZL2,Imatinib,0.9,82.7940424902625
PSEN1,Imatinib,0.9,82.7940424902625
SQLE,Imatinib,0.9,82.7940424902625
EPHA2,Imatinib,0.9,98.4907639893799
MXD3,Imatinib,0.9,82.7940424902625
NNMT,Imatinib,0.9,82.7940424902625
PDS5B,Imatinib,0.9,82.7940424902625
SDHA,Imatinib,0.9,82.7940424902625
SCD,Imatinib,1,82.7940424902625
TP53INP2,Imatinib,1,82.7940424902625
TXNIP,Imatinib,1,82.7940424902625
UROS,Imatinib,1,82.7940424902625
CLDN7,Imatinib,0.9,85.1283966504887
PPRC1,Imatinib,0.9,85.1283966504887
SSRP1,Imatinib,0.9,85.1283966504887
CCR7,Imatinib,1,82.7940424902625
DEK,Imatinib,1,82.7940424902625
GRB7,Imatinib,1,82.7940424902625
HMGA1,Imatinib,1,82.7940424902625
AK4,Imatinib,0.9,84.0627477508349
AREG,Imatinib,0.9,84.0627477508349
BAK1,Imatinib,0.9,84.0627477508349
CDKN2B,Imatinib,0.9,84.0627477508349
EPS8L2,Imatinib,0.9,84.0627477508349
NDUFS3,Imatinib,0.9,84.0627477508349
NMU,Imatinib,0.9,84.0627477508349
RPS3,Imatinib,0.9,84.0627477508349
UBE2D1,Imatinib,0.9,84.0627477508349
IMPDH2,Imatinib,1,82.7940424902625
PURA,Imatinib,1,82.7940424902625
PLOD2,Imatinib,0.95,100
DFFA,Imatinib,1,82.7940424902625
SDHD,Imatinib,1,91.3970212451313
CCT4,Imatinib,0.9,82.7940424902625
DTYMK,Imatinib,0.9,82.7940424902625
HMBS,Imatinib,0.9,82.7940424902625
KIF2C,Imatinib,0.9,82.7940424902625
NDUFB1,Imatinib,0.9,82.7940424902625
RFC1,Imatinib,0.9,82.7940424902625
AADAT,Imatinib,0.9,85.1283966504887
ABLIM1,Imatinib,0.9,85.1283966504887
ISCA1,Imatinib,0.9,85.1283966504887
NDUFB4,Imatinib,0.9,85.1283966504887
CTSZ,Irinotecan,1,88.0332190011819
EFEMP1,Irinotecan,1,88.0332190011819
FAM102A,Irinotecan,1,100
NDUFC2,Irinotecan,1,88.0332190011819
TBC1D30,Irinotecan,1,89.3822074633053
ELF3,Irinotecan,0.944444444444444,100
OPN3,Irinotecan,0.944444444444444,82.0052866878174
PFN2,Irinotecan,0.944444444444444,82.0052866878174
SERPINE2,Irinotecan,0.944444444444444,82.0052866878174
SGCB,Irinotecan,0.944444444444444,82.0052866878174
TNNI1,Irinotecan,0.944444444444444,82.0052866878174
WLS,Irinotecan,0.944444444444444,83.1036826276193
HBEGF,Irinotecan,0.833333333333333,90.47275645327
PTPN6,Irinotecan,0.833333333333333,99.4437779705492
BTG2,Irinotecan,0.888888888888889,85.1283966504887
C1S,Irinotecan,0.888888888888889,85.1283966504887
CASP7,Irinotecan,0.888888888888889,85.1283966504887
COL5A2,Irinotecan,0.888888888888889,85.1283966504887
ELF1,Irinotecan,0.888888888888889,85.1283966504887
FERMT2,Irinotecan,0.888888888888889,85.1283966504887
FGF2,Irinotecan,0.888888888888889,85.1283966504887
HCCS,Irinotecan,0.888888888888889,85.1283966504887
HSPB8,Irinotecan,0.888888888888889,85.1283966504887
IL7,Irinotecan,0.888888888888889,85.1283966504887
INHBB,Irinotecan,0.888888888888889,85.1283966504887
KRT15,Irinotecan,0.888888888888889,85.1283966504887
KRT19,Irinotecan,0.888888888888889,100
LAMC2,Irinotecan,0.888888888888889,85.1283966504887
LLGL2,Irinotecan,0.888888888888889,85.1283966504887
MREG,Irinotecan,0.888888888888889,98.695523960347
RETSAT,Irinotecan,0.888888888888889,85.1283966504887
RHOD,Irinotecan,0.888888888888889,85.1283966504887
ST14,Irinotecan,0.888888888888889,85.1283966504887
TGFA,Irinotecan,0.888888888888889,85.1283966504887
TIAM1,Irinotecan,0.888888888888889,85.1283966504887
UPP1,Irinotecan,0.888888888888889,85.1283966504887
UQCRFS1,Irinotecan,0.888888888888889,85.1283966504887
ZMAT3,Irinotecan,0.888888888888889,100
DHX58,Irinotecan,1,90.0008453932176
PPIF,Irinotecan,1,100
TIMP1,Irinotecan,1,91.1904023422353
CPT1A,Irinotecan,1,100
DECR1,Irinotecan,1,89.3822074633053
INPP4B,Irinotecan,1,89.3822074633053
TIMM13,Irinotecan,1,88.0332190011819
TRIM25,Irinotecan,1,89.3822074633053
TRIM5,Irinotecan,1,88.0332190011819
ALDH6A1,Irinotecan,0.944444444444444,84.1570114309907
CASP3,Irinotecan,0.944444444444444,98.6103180337008
CD44,Irinotecan,0.944444444444444,97.2206360674017
COL3A1,Irinotecan,0.944444444444444,100
COL7A1,Irinotecan,0.944444444444444,100
EDIL3,Irinotecan,0.944444444444444,84.1570114309907
FGFR3,Irinotecan,0.944444444444444,100
IRF2,Irinotecan,0.944444444444444,100
KRT13,Irinotecan,0.944444444444444,100
MVB12A,Irinotecan,0.944444444444444,84.1570114309907
SDHD,Irinotecan,0.944444444444444,84.1570114309907
SPHK1,Irinotecan,0.944444444444444,84.1570114309907
TAGLN,Irinotecan,0.944444444444444,84.1570114309907
TGM2,Irinotecan,0.944444444444444,98.6103180337008
TPM2,Irinotecan,0.944444444444444,84.1570114309907
AKT1,Irinotecan,1,85.1283966504887
ANXA4,Irinotecan,1,98.695523960347
APP,Irinotecan,1,98.695523960347
BAX,Irinotecan,1,85.1283966504887
CYB5R3,Irinotecan,1,85.1283966504887
EFEMP2,Irinotecan,1,85.1283966504887
HPRT1,Irinotecan,1,85.1283966504887
RPS19,Irinotecan,1,85.1283966504887
TGFB1,Irinotecan,1,85.1283966504887
UBA7,Irinotecan,1,85.1283966504887
BMP1,Irinotecan,1,98.590733714271
CTHRC1,Irinotecan,1,83.9337415344357
FARP1,Irinotecan,1,83.9337415344357
GPX2,Irinotecan,1,83.9337415344357
IGSF6,Irinotecan,1,100
ISG15,Irinotecan,1,83.9337415344357
NDUFA7,Irinotecan,1,83.9337415344357
PGLYRP1,Irinotecan,1,83.9337415344357
PTGES,Irinotecan,1,100
RAB17,Irinotecan,1,83.9337415344357
TPM1,Irinotecan,1,83.9337415344357
ZFP36,Irinotecan,1,83.9337415344357
ACAA2,Irinotecan,0.805555555555556,88.0332190011819
DEGS1,Irinotecan,0.805555555555556,88.0332190011819
IFITM2,Irinotecan,0.805555555555556,89.3822074633053
MAPKAPK3,Irinotecan,0.805555555555556,98.7810055000952
P2RY2,Irinotecan,0.805555555555556,89.3822074633053
SLC2A3,Irinotecan,0.805555555555556,88.0332190011819
TGFBR3,Irinotecan,0.805555555555556,100
UQCRB,Irinotecan,0.805555555555556,88.0332190011819
CSF1,Irinotecan,0.944444444444444,89.7293861310516
HES1,Irinotecan,0.944444444444444,89.7293861310516
PDP1,Irinotecan,0.944444444444444,89.7293861310516
RNF19B,Irinotecan,0.944444444444444,88.5588877884443
SDC2,Irinotecan,0.944444444444444,93.8069886582249
SLC39A8,Irinotecan,0.944444444444444,100
ATP6V1E1,Irinotecan,0.944444444444444,82.7940424902625
ECI1,Irinotecan,0.944444444444444,82.7940424902625
EPS8L2,Irinotecan,0.944444444444444,82.7940424902625
JAG2,Irinotecan,0.944444444444444,82.7940424902625
LTBP1,Irinotecan,0.944444444444444,82.7940424902625
NDUFB1,Irinotecan,0.944444444444444,82.7940424902625
NOTCH1,Irinotecan,0.944444444444444,98.4907639893799
PHLDA3,Irinotecan,0.944444444444444,82.7940424902625
PHYH,Irinotecan,0.944444444444444,82.7940424902625
RRAD,Irinotecan,0.944444444444444,82.7940424902625
STOM,Irinotecan,0.944444444444444,82.7940424902625
TP53,Irinotecan,0.944444444444444,82.7940424902625
COX7A2,Irinotecan,1,93.6462495749117
GOT2,Irinotecan,1,92.6557490658858
ITGAV,Irinotecan,1,84.0282048783208
AFF1,Irinotecan,0.888888888888889,85.9334406066711
AGR2,Irinotecan,0.888888888888889,85.9334406066711
APLP1,Irinotecan,0.888888888888889,85.9334406066711
CAV1,Irinotecan,0.888888888888889,100
COX17,Irinotecan,0.888888888888889,100
DEF6,Irinotecan,0.888888888888889,85.9334406066711
GJA1,Irinotecan,0.888888888888889,85.9334406066711
GJB3,Irinotecan,0.888888888888889,100
IGFBP2,Irinotecan,0.888888888888889,85.9334406066711
LGALS3BP,Irinotecan,0.888888888888889,85.9334406066711
MAPK13,Irinotecan,0.888888888888889,100
NDUFA6,Irinotecan,0.888888888888889,85.9334406066711
PRKAB1,Irinotecan,0.888888888888889,85.9334406066711
RB1,Irinotecan,0.888888888888889,98.7661391137387
UQCRQ,Irinotecan,0.888888888888889,98.7661391137387
PARP12,Irinotecan,0.888888888888889,88.5890979509097
SLC25A12,Irinotecan,0.888888888888889,87.2315914055215
COLGALT1,Irinotecan,1,100
HSPA4L,Irinotecan,1,90.5853364613665
SP110,Irinotecan,1,88.1550755656485
COL6A1,Irinotecan,1,100
COL6A2,Irinotecan,1,89.8482126339166
FN1,Irinotecan,1,88.6912564443331
SLC7A5,Irinotecan,1,88.6912564443331
RAPGEFL1,Irinotecan,1,90.7974704335982
DPYSL3,Irinotecan,0.888888888888889,85.3198951014858
EPSTI1,Irinotecan,0.888888888888889,85.3198951014858
F2,Irinotecan,0.888888888888889,85.3198951014858
MRPL34,Irinotecan,0.888888888888889,85.3198951014858
RXRA,Irinotecan,0.888888888888889,97.4246428378102
SLC27A2,Irinotecan,0.888888888888889,98.7123214189051
TSKU,Irinotecan,0.888888888888889,98.7123214189051
VIM,Irinotecan,0.888888888888889,100
COL12A1,Irinotecan,0.944444444444444,85.3198951014858
DGKA,Irinotecan,0.944444444444444,85.3198951014858
FSTL1,Irinotecan,0.944444444444444,85.3198951014858
ISCU,Irinotecan,0.944444444444444,85.3198951014858
SEMA3B,Irinotecan,0.944444444444444,97.4246428378102
SRGN,Irinotecan,0.944444444444444,85.3198951014858
STAT1,Irinotecan,0.944444444444444,85.3198951014858
TCIRG1,Irinotecan,0.944444444444444,98.7123214189051
VEGFC,Irinotecan,0.944444444444444,85.3198951014858
MDM2,Irinotecan,1,90.47275645327
SLC19A2,Irinotecan,1,84.8522591028208
ACADVL,Irinotecan,1,85.9022622417707
ATP2B4,Irinotecan,1,85.9022622417707
HAS2,Irinotecan,1,85.9022622417707
MMP9,Irinotecan,1,87.0228366702346
AQP3,Irinotecan,0.888888888888889,89.5348377773396
IFI44L,Irinotecan,0.888888888888889,90.6054902462813
SERPINH1,Irinotecan,0.888888888888889,90.6054902462813
LOX,Irinotecan,0.944444444444444,83.945178790151
MTA1,Irinotecan,0.944444444444444,100
LAD1,Irinotecan,1,100
NDUFB4,Irinotecan,1,81.0953089222226
PLOD1,Irinotecan,1,81.0953089222226
SORD,Irinotecan,1,96.6182460589481
SPRY4,Irinotecan,1,81.0953089222226
TGFB2,Irinotecan,1,81.0953089222226
TIMM10,Irinotecan,1,81.0953089222226
VDR,Irinotecan,0.833333333333333,90.6886034870538
NDUFA4,Irinotecan,0.888888888888889,98.1757627637304
ACAA1,Irinotecan,1,90.2415209547051
OAT,Irinotecan,1,100
ADAM19,Irinotecan,0.833333333333333,91.0859900170025
MX1,Irinotecan,0.833333333333333,92.274184932255
AREG,Irinotecan,1,82.7940424902625
BCKDHA,Irinotecan,1,82.7940424902625
ETFDH,Irinotecan,1,98.4907639893799
PDHX,Irinotecan,1,100
TPD52,Irinotecan,1,82.7940424902625
AKT3,Irinotecan,1,85.1283966504887
CCND3,Irinotecan,1,85.1283966504887
DAB2,Irinotecan,1,85.1283966504887
DENND5A,Irinotecan,1,85.1283966504887
TIMM8B,Irinotecan,1,85.1283966504887
TNFRSF11B,Irinotecan,1,85.1283966504887
FBLN1,Irinotecan,1,100
LAP3,Irinotecan,1,88.6912564443331
NDUFB7,Irinotecan,1,88.6912564443331
RPS9,Irinotecan,1,88.6912564443331
CASP1,Irinotecan,0.888888888888889,95.1364272164793
CDC42BPA,Irinotecan,0.888888888888889,95.1364272164793
ICAM1,Irinotecan,1,81.2806913258638
FSTL3,Irinotecan,0.833333333333333,85.3198951014858
IFITM3,Irinotecan,0.833333333333333,85.3198951014858
S100A4,Irinotecan,0.833333333333333,85.3198951014858
SCNN1A,Irinotecan,0.833333333333333,85.3198951014858
UQCR11,Irinotecan,0.833333333333333,85.3198951014858
AHCY,Irinotecan,0.972222222222222,88.6912564443331
METTL3,Irinotecan,0.888888888888889,82.0328917482024
PRKCA,Irinotecan,0.888888888888889,84.2013779663206
RHOT2,Irinotecan,0.888888888888889,93.7151396760625
ATP6V1G1,Irinotecan,1,85.1283966504887
DYRK3,Irinotecan,1,85.1283966504887
IDH2,Irinotecan,1,85.1283966504887
MAP3K8,Irinotecan,1,85.1283966504887
SLC25A11,Irinotecan,1,85.1283966504887
ITGB5,Irinotecan,1,85.1283966504887
ST6GALNAC2,Irinotecan,1,85.1283966504887
ITGA5,Irinotecan,0.833333333333333,90.1183927390647
SFN,Irinotecan,0.833333333333333,91.2939655796662
RNH1,Irinotecan,1,81.4280351925495
TOP2A,Irinotecan,1,81.4280351925495
GRPEL1,Irinotecan,1,85.1283966504887
HSPA9,Irinotecan,1,85.1283966504887
NME1,Irinotecan,1,85.1283966504887
PHB2,Irinotecan,1,85.1283966504887
SLC26A2,Irinotecan,0.944444444444444,85.9694061769378
ABHD4,Irinotecan,0.944444444444444,96.5643674340086
B2M,Irinotecan,0.944444444444444,80.253793209481
CD59,Irinotecan,0.944444444444444,80.253793209481
MRPS30,Irinotecan,0.944444444444444,91.7252796115844
PLSCR1,Irinotecan,0.944444444444444,91.7252796115844
UBE2L6,Irinotecan,0.944444444444444,91.7252796115844
NDUFB3,Irinotecan,1,100
ALDH3A2,Irinotecan,1,98.9309886121351
UQCR10,Irinotecan,1,100
NDUFA9,Irinotecan,1,88.5588877884443
BST2,Irinotecan,1,98.9545327693069
STIL,Irinotecan,1,88.6912564443331
HTRA1,Irinotecan,0.833333333333333,88.0332190011819
ACADSB,Irinotecan,0.833333333333333,88.6383827781312
ANXA9,Irinotecan,1,89.7293861310516
CDKN1A,Irinotecan,1,100
PERP,Irinotecan,1,88.5588877884443
ATF3,Irinotecan,0.861111111111111,100
IL1A,Irinotecan,0.861111111111111,90.4852172852392
KRT17,Irinotecan,0.861111111111111,89.1195818016826
SLC16A1,Irinotecan,0.861111111111111,90.4852172852392
KCNK5,Irinotecan,1,84.1570114309907
NDRG1,Irinotecan,1,84.1570114309907
TRIM29,Irinotecan,1,84.1570114309907
ALDH3B1,Irinotecan,0.944444444444444,98.695523960347
